Title,Title20,Country/Region,SCIE,SSCI,AHCI,ESCI
MEDIJSKE STUDIJE-MEDIA STUDIES,MEDIJSKE STUD,CROATIA,,,,X
DE MEDIO AEVO,MEDIO AEVO,SPAIN,,,,X
MEDISUR-REVISTA DE CIENCIAS MEDICAS DE CIENFUEGOS,MEDISUR-REV CIENC ME,CUBA,,,,X
MEDITARI ACCOUNTANCY RESEARCH,MEDITARI ACCOUNT RES,ENGLAND,,,,X
MEDITERRANEAN ARCHAEOLOGY & ARCHAEOMETRY,MEDITERR ARCHAEOL AR,GREECE,,,X,
MEDITERRANEAN BOTANY,MEDITERR BOT,SPAIN,X,,,
MEDITERRANEAN HISTORICAL REVIEW,MEDITERR HIST REV,ENGLAND,,X,X,
MEDITERRANEAN JOURNAL OF CLINICAL PSYCHOLOGY,MEDITERR J CLIN PSYC,ITALY,,,,X
MEDITERRANEAN JOURNAL OF HEMATOLOGY AND INFECTIOUS DISEASES,MEDITERR J HEMATOL I,ITALY,X,,,
MEDITERRANEAN JOURNAL OF INFECTION MICROBES AND ANTIMICROBIALS,MEDITERR J INFECT M,TURKEY,,,,X
MEDITERRANEAN JOURNAL OF MATHEMATICS,MEDITERR J MATH,SWITZERLAND,X,,,
MEDITERRANEAN JOURNAL OF NUTRITION AND METABOLISM,MEDITERR J NUTR META,NETHERLANDS,,,,X
MEDITERRANEAN MARINE SCIENCE,MEDITERR MAR SCI,GREECE,X,,,
MEDITERRANEAN POLITICS,MEDITERR POLIT,ENGLAND,,X,,
MEDITERRANEAN STUDIES,MEDITERR STUD,UNITED STATES,,,,X
MEDITERRANEA-RICERCHE STORICHE,MEDITERR-RIC STOR,ITALY,,,X,
MEDIUM AEVUM,MEDIUM AEVUM,ENGLAND,,,X,
MEDIZINHISTORISCHES JOURNAL,MEDIZINHISTORICHES J,GERMANY,,,,X
MEDICAL-SURGICAL JOURNAL-REVISTA MEDICO-CHIRURGICALA,MED-SURG J,ROMANIA,,,,X
MEDWAVE,MEDWAVE,CHILE,,,,X
MEGARON,MEGARON,TURKEY,,,,X
MEHRAN UNIVERSITY RESEARCH JOURNAL OF ENGINEERING AND TECHNOLOGY,MEHRAN UNIV RES J EN,PAKISTAN,,,,X
MELANGES DE LA CASA DE VELAZQUEZ,MELANGES CASA VELAZQ,SPAIN,,,X,
MELANOMA MANAGEMENT,MELANOMA MANAG,ENGLAND,,,,X
MELANOMA RESEARCH,MELANOMA RES,UNITED STATES,X,,,
MELBOURNE JOURNAL OF INTERNATIONAL LAW,MELB J INT LAW,AUSTRALIA,,,,X
MELBOURNE UNIVERSITY LAW REVIEW,MELB UNIV LAW REV,AUSTRALIA,,X,,
MELUS,MELUS,UNITED STATES,,,X,
MEMOIRS OF THE AMERICAN MATHEMATICAL SOCIETY,MEM AM MATH SOC,UNITED STATES,X,,,
MEMORIA Y CIVILIZACION-ANUARIO DE HISTORIA,MEM CIV,SPAIN,,,,X
MEMORY & COGNITION,MEM COGNITION,UNITED STATES,,X,,
MEMOIRS ON DIFFERENTIAL EQUATIONS AND MATHEMATICAL PHYSICS,MEM DIFFER EQU MATH,REP OF GEORGIA,,,,X
MEMORIAS DO INSTITUTO OSWALDO CRUZ,MEM I OSWALDO CRUZ,BRAZIL,X,,,
MEMOIRES IDENTITES MARGINALITES DANS LE MONDE OCCIDENTAL CONTEMPORAIN,MEM IDENT MARG MONDE,FRANCE,,,,X
MEMORY STUDIES,MEM STUD,UNITED STATES,,X,X,
MEMBRANES AND MEMBRANE TECHNOLOGIES,MEMBR MEMBR TECHNOL,UNITED STATES,,,,X
MEMBRANE AND WATER TREATMENT,MEMBR WATER TREAT,SOUTH KOREA,X,,,
MEMBRANES,MEMBRANES-BASEL,SWITZERLAND,X,,,
MEMETIC COMPUTING,MEMET COMPUT,GERMANY,X,,,
MEMO-MAGAZINE OF EUROPEAN MEDICAL ONCOLOGY,MEMO-MAG EUR MED ONC,AUSTRIA,,,,X
MEMORIA INVESTIGACIONES EN INGENIERIA,MEMORIA,URUGUAY,,,,X
MEMORY,MEMORY,ENGLAND,,X,,
MEN AND MASCULINITIES,MEN MASC,UNITED STATES,,X,,
MENDELEEV COMMUNICATIONS,MENDELEEV COMMUN,RUSSIA,X,,,
MENOPAUSE-THE JOURNAL OF THE NORTH AMERICAN MENOPAUSE SOCIETY,MENOPAUSE,UNITED STATES,X,,,
MENOPAUSE REVIEW-PRZEGLAD MENOPAUZALNY,MENOPAUSE REV,POLAND,,,,X
MENTAL HEALTH AND PHYSICAL ACTIVITY,MENT HEALTH PHYS ACT,ENGLAND,,X,,
MENTAL HEALTH RELIGION & CULTURE,MENT HEALTH RELIG CU,ENGLAND,,,,X
MENTAL HEALTH REVIEW JOURNAL,MENT HEALTH REV J,ENGLAND,,,,X
MENTAL HEALTH AND SOCIAL INCLUSION,MENT HEALTH SOC INCL,ENGLAND,,,,X
MENTAL ILLNESS,MENT ILLN,ENGLAND,,,,X
MENTAL LEXICON,MENT LEX,NETHERLANDS,,,,X
MENTORING & TUTORING,MENTOR TUTOR,ENGLAND,,,,X
MERIDIANO 47-JOURNAL OF GLOBAL STUDIES,MERIDIANO 47,BRAZIL,,,,X
MERIDIANS-FEMINISM RACE TRANSNATIONALISM,MERIDIANS,UNITED STATES,,,,X
MERKUR-DEUTSCHE ZEITSCHRIFT FUR EUROPAISCHES DENKEN,MERKUR-DEUT Z EUR D,GERMANY,,,X,
MERRILL-PALMER QUARTERLY-JOURNAL OF DEVELOPMENTAL PSYCHOLOGY,MERRILL PALMER QUART,UNITED STATES,,X,,
MESTER,MESTER,UNITED STATES,,,X,
MESTO A DEJINY-THE CITY AND HISTORY,MESTO DEJINY,SLOVAKIA,,,,X
METALS AND MATERIALS INTERNATIONAL,MET MATER INT,SOUTH KOREA,X,,,
METAL SCIENCE AND HEAT TREATMENT,MET SCI HEAT TREAT+,RUSSIA,X,,,
META,META,CANADA,,,X,
META GENE,META GENE,NETHERLANDS,,,,X
METABOLIC BRAIN DISEASE,METAB BRAIN DIS,UNITED STATES,X,,,
METABOLIC ENGINEERING,METAB ENG,UNITED STATES,X,,,
METABOLIC SYNDROME AND RELATED DISORDERS,METAB SYNDR RELAT D,UNITED STATES,X,,,
METABOLISM-CLINICAL AND EXPERIMENTAL,METABOLISM,UNITED STATES,X,,,
METABOLITES,METABOLITES,SWITZERLAND,X,,,
METABOLOMICS,METABOLOMICS,UNITED STATES,X,,,
METACOGNITION AND LEARNING,METACOGN LEARN,UNITED STATES,,X,,
METACRITIC JOURNAL FOR COMPARATIVE STUDIES AND THEORY,METACRITIC J COMP ST,ROMANIA,,,,X
METALLURGIA ITALIANA,METALL ITAL,ITALY,X,,,
METALLURGICAL & MATERIALS ENGINEERING,METALL MATER ENG,SERBIA,,,,X
METALLURGICAL AND MATERIALS TRANSACTIONS A-PHYSICAL METALLURGY AND MATERIALS SCIENCE,METALL MATER TRANS A,UNITED STATES,X,,,
METALLURGICAL AND MATERIALS TRANSACTIONS B-PROCESS METALLURGY AND MATERIALS PROCESSING SCIENCE,METALL MATER TRANS B,UNITED STATES,X,,,
METALLURGICAL RESEARCH & TECHNOLOGY,METALL RES TECHNOL,FRANCE,X,,,
METALLOGRAPHY MICROSTRUCTURE AND ANALYSIS,METALLOGR MICROSTRUC,UNITED STATES,,,,X
METALLOMICS,METALLOMICS,ENGLAND,X,,,
METALLURGIST,METALLURGIST+,RUSSIA,X,,,
METALS,METALS-BASEL,SWITZERLAND,X,,,
METALURGIJA,METALURGIJA,CROATIA,,,,X
METAPHILOSOPHY,METAPHILOSOPHY,ENGLAND,,,X,
METAPHOR AND THE SOCIAL WORLD,METAPHOR SOC WORLD,NETHERLANDS,,,,X
METAPHOR AND SYMBOL,METAPHOR SYMBOL,UNITED STATES,,X,X,
METAPHYSICA-INTERNATIONAL JOURNAL FOR ONTOLOGY & METAPHYSICS,METAPHYSICA,GERMANY,,,,X
META-RESEARCH IN HERMENEUTICS PHENOMENOLOGY AND PRACTICAL PHILOSOPHY,META-RES HERMENEUT P,ROMANIA,,,,X
METEORITICS & PLANETARY SCIENCE,METEORIT PLANET SCI,UNITED STATES,X,,,
METEOROLOGICAL APPLICATIONS,METEOROL APPL,ENGLAND,X,,,
METEOROLOGY AND ATMOSPHERIC PHYSICS,METEOROL ATMOS PHYS,AUSTRIA,X,,,
METEOROLOGY HYDROLOGY AND WATER MANAGEMENT-RESEARCH AND OPERATIONAL APPLICATIONS,METEOROL HYDROL WATE,POLAND,,,,X
METEOROLOGISCHE ZEITSCHRIFT,METEOROL Z,GERMANY,X,,,
METHOD & THEORY IN THE STUDY OF RELIGION,METH THEORY STUD REL,NETHERLANDS,,,X,
METHAODOS-REVISTA DE CIENCIAS SOCIALES,METHAODOS,SPAIN,,,,X
METHODS IN CELL BIOLOGY,METHOD CELL BIOL,UNITED STATES,X,,,
METHODS IN ENZYMOLOGY,METHOD ENZYMOL,UNITED STATES,X,,,
METHODS OF INFORMATION IN MEDICINE,METHOD INFORM MED,GERMANY,X,,,
METHODS IN MICROBIOLOGY,METHOD MICROBIOL,ENGLAND,X,,,
METHODS AND PROTOCOLS,METHOD PROTOCOL,SWITZERLAND,,,,X
METHODOLOGY AND COMPUTING IN APPLIED PROBABILITY,METHODOL COMPUT APPL,UNITED STATES,X,,,
METHODOLOGY-EUROPEAN JOURNAL OF RESEARCH METHODS FOR THE BEHAVIORAL AND SOCIAL SCIENCES,METHODOLOGY-EUR,GERMANY,,X,,
METHODOS-SAVOIRS ET TEXTES,METHODOS,FRANCE,,,,X
METHODS,METHODS,UNITED STATES,X,,,
METHODS AND APPLICATIONS OF ANALYSIS,METHODS APPL ANAL,UNITED STATES,,,,X
METHODS AND APPLICATIONS IN FLUORESCENCE,METHODS APPL FLUORES,ENGLAND,X,,,
METHODS DATA ANALYSES,METHODS DATA ANAL,GERMANY,,,,X
METHODS IN ECOLOGY AND EVOLUTION,METHODS ECOL EVOL,ENGLAND,X,,,
METHODS OF FUNCTIONAL ANALYSIS AND TOPOLOGY,METHODS FUNCT ANAL T,UKRAINE,,,,X
METHODS AND OBJECTS OF CHEMICAL ANALYSIS,METHODS OBJECTS CHEM,UKRAINE,,,,X
METHODSX,METHODSX,NETHERLANDS,,,,X
METIS-HISTORIA E CULTURA,METIS,BRAZIL,,,,X
METODICKI OGLEDI-METHODICAL REVIEW,METOD OGL,CROATIA,,,,X
METODE SCIENCE STUDIES JOURNAL,METODE SCI STUD J,SPAIN,,,,X
METODOS DE INFORMACION,METODOS INF,SPAIN,,,,X
METRIKA,METRIKA,GERMANY,X,,,
METROECONOMICA,METROECONOMICA,ENGLAND,,X,,
METROLOGY AND MEASUREMENT SYSTEMS,METROL MEAS SYST,POLAND,X,,,
METROLOGIA,METROLOGIA,FRANCE,X,,,
METRON-INTERNATIONAL JOURNAL OF STATISTICS,METRON,GERMANY,,,,X
METROPOLITAN MUSEUM JOURNAL,METROPOL MUSEUM J,UNITED STATES,,,X,
METU JOURNAL OF THE FACULTY OF ARCHITECTURE,METU J FAC ARCHIT,TURKEY,,,X,
MEXICO Y LA CUENCA DEL PACIFICO,MEX CUENCA PAC,MEXICO,,,,X
MEXICAN LAW REVIEW,MEX LAW REV,MEXICO,,,,X
MEXICAN STUDIES-ESTUDIOS MEXICANOS,MEX STUD,UNITED STATES,,,X,
MFS-MODERN FICTION STUDIES,MFS-MOD FICT STUD,UNITED STATES,,,X,
MGIMO REVIEW OF INTERNATIONAL RELATIONS,MGIMO REV INT RELAT,RUSSIA,,,,X
MHSALUD-REVISTA EN CIENCIAS DEL MOVIMIENTO HUMANO Y LA SALUD,MHSALUD,COSTA RICA,,,,X
MICHIGAN HISTORICAL REVIEW,MICH HIST REV,UNITED STATES,,,X,
MICHIGAN LAW REVIEW,MICH LAW REV,UNITED STATES,,X,,
MICHIGAN MATHEMATICAL JOURNAL,MICH MATH J,UNITED STATES,X,,,
MICHIGAN QUARTERLY REVIEW,MICH QUART REV,UNITED STATES,,,X,
MICRO AND NANO ENGINEERING,MICRO NANO ENG,NETHERLANDS,,,,X
MICRO & NANO LETTERS,MICRO NANO LETT,ENGLAND,X,,,
MICRO AND NANO SYSTEMS LETTERS,MICRO NANO SYST LETT,SOUTH KOREA,,,,X
MICROBIAL BIOTECHNOLOGY,MICROB BIOTECHNOL,UNITED STATES,X,,,
MICROBIAL CELL,MICROB CELL,AUSTRIA,X,,,
MICROBIAL CELL FACTORIES,MICROB CELL FACT,ENGLAND,X,,,
MICROBIAL DRUG RESISTANCE,MICROB DRUG RESIST,UNITED STATES,X,,,
MICROBIAL ECOLOGY,MICROB ECOL,UNITED STATES,X,,,
MICROBIAL GENOMICS,MICROB GENOMICS,ENGLAND,X,,,
MICROBIAL PATHOGENESIS,MICROB PATHOGENESIS,ENGLAND,X,,,
MICROBIAL RISK ANALYSIS,MICROB RISK ANAL,NETHERLANDS,X,,,
MICROBES AND ENVIRONMENTS,MICROBES ENVIRON,JAPAN,X,,,
MICROBES AND INFECTION,MICROBES INFECT,FRANCE,X,,,
MICROBIOLOGY AUSTRALIA,MICROBIOL AUST,AUSTRALIA,,,,X
MICROBIOLOGY AND IMMUNOLOGY,MICROBIOL IMMUNOL,JAPAN,X,,,
MICROBIOLOGY AND MOLECULAR BIOLOGY REVIEWS,MICROBIOL MOL BIOL R,UNITED STATES,X,,,
MICROBIOLOGICAL RESEARCH,MICROBIOL RES,GERMANY,X,,,
MICROBIOLOGY RESEARCH,MICROBIOL RES-ITALY,SWITZERLAND,,,,X
MICROBIOLOGY RESOURCE ANNOUNCEMENTS,MICROBIOL RESOUR ANN,UNITED STATES,,,,X
MICROBIOLOGY SPECTRUM,MICROBIOL SPECTR,UNITED STATES,X,,,
MICROBIOLOGY,MICROBIOLOGY+,RUSSIA,X,,,
MICROBIOLOGYOPEN,MICROBIOLOGYOPEN,UNITED STATES,X,,,
MICROBIOLOGY-SGM,MICROBIOL-SGM,ENGLAND,X,,,
MICROBIOME,MICROBIOME,ENGLAND,X,,,
MICROCHEMICAL JOURNAL,MICROCHEM J,NETHERLANDS,X,,,
MICROCHIMICA ACTA,MICROCHIM ACTA,AUSTRIA,X,,,
MICROCIRCULATION,MICROCIRCULATION,ENGLAND,X,,,
MICROELECTRONIC ENGINEERING,MICROELECTRON ENG,NETHERLANDS,X,,,
MICROELECTRONICS INTERNATIONAL,MICROELECTRON INT,ENGLAND,X,,,
MICROELECTRONICS JOURNAL,MICROELECTRON J,ENGLAND,X,,,
MICROELECTRONICS RELIABILITY,MICROELECTRON RELIAB,ENGLAND,X,,,
MICROFLUIDICS AND NANOFLUIDICS,MICROFLUID NANOFLUID,GERMANY,X,,,
MICROGRAVITY SCIENCE AND TECHNOLOGY,MICROGRAVITY SCI TEC,NETHERLANDS,X,,,
MICROLOGUS-NATURE SCIENCE AND MEDIEVAL SOCIETIES,MICROLOGUS,ITALY,,,,X
MICROMACHINES,MICROMACHINES-BASEL,SWITZERLAND,X,,,
MICRON,MICRON,ENGLAND,X,,,
MICROORGANISMS,MICROORGANISMS,SWITZERLAND,X,,,
MICROPALEONTOLOGY,MICROPALEONTOLOGY,UNITED STATES,X,,,
MICROPOROUS AND MESOPOROUS MATERIALS,MICROPOR MESOPOR MAT,NETHERLANDS,X,,,
MICROPROCESSORS AND MICROSYSTEMS,MICROPROCESS MICROSY,NETHERLANDS,X,,,
MICROSCOPY AND MICROANALYSIS,MICROSC MICROANAL,UNITED STATES,X,,,
MICROSCOPY RESEARCH AND TECHNIQUE,MICROSC RES TECHNIQ,UNITED STATES,X,,,
MICROSCOPY,MICROSCOPY-JPN,JAPAN,X,,,
MICROSURGERY,MICROSURG,UNITED STATES,X,,,
MICROSYSTEMS & NANOENGINEERING,MICROSYST NANOENG,PEOPLES R CHINA,X,,,
MICROSYSTEM TECHNOLOGIES-MICRO-AND NANOSYSTEMS-INFORMATION STORAGE AND PROCESSING SYSTEMS,MICROSYST TECHNOL,GERMANY,X,,,
MICROVASCULAR RESEARCH,MICROVASC RES,UNITED STATES,X,,,
MICROWAVE AND OPTICAL TECHNOLOGY LETTERS,MICROW OPT TECHN LET,UNITED STATES,X,,,
MICROWAVE JOURNAL,MICROWAVE J,UNITED STATES,X,,,
MIDCONTINENTAL JOURNAL OF ARCHAEOLOGY,MIDCONT J ARCHAEOL,UNITED STATES,,,,X
MIDDLE EAST AFRICAN JOURNAL OF OPHTHALMOLOGY,MIDDLE EAST AFR J OP,INDIA,,,,X
MIDDLE EAST CRITIQUE,MIDDLE EAST CRIT,ENGLAND,,X,,
MIDDLE EAST DEVELOPMENT JOURNAL,MIDDLE EAST DEV J,ENGLAND,,,,X
MIDDLE EAST FERTILITY SOCIETY JOURNAL,MIDDLE EAST FERTIL S,EGYPT,,,,X
MIDDLE EAST JOURNAL,MIDDLE EAST J,UNITED STATES,,X,,
MIDDLE EAST JOURNAL OF CANCER,MIDDLE EAST J CANCER,IRAN,,,,X
MIDDLE EAST JOURNAL OF CULTURE AND COMMUNICATION,MIDDLE EAST J CULT C,NETHERLANDS,,,,X
MIDDLE EAST JOURNAL OF MANAGEMENT,MIDDLE EAST J MANAG,ENGLAND,,,,X
MIDDLE EAST LAW AND GOVERNANCE,MIDDLE EAST LAW GOV,NETHERLANDS,,,,X
MIDDLE EASTERN LITERATURES,MIDDLE EAST LIT,ENGLAND,,,X,
MIDDLE EAST POLICY,MIDDLE EAST POLICY,UNITED STATES,,X,,
MIDDLE EASTERN STUDIES,MIDDLE EASTERN STUD,ENGLAND,,X,,
MIDLAND HISTORY,MIDL HIST,ENGLAND,,,,X
MIDWIFERY,MIDWIFERY,ENGLAND,X,X,,
MIER-JOURNAL OF EDUCATIONAL STUDIES TRENDS AND PRACTICES,MIER-J EDUC STUD TRE,INDIA,,,,X
MIGRATION LETTERS,MIGR LETT,ENGLAND,,,,X
MIGRATION STUDIES,MIGR STUD,ENGLAND,,X,,
MIGRACIONES,MIGRACIONES,SPAIN,,,,X
MIKROBIYOLOJI BULTENI,MIKROBIYOL BUL,TURKEY,X,,,
MILITARY MEDICINE,MIL MED,UNITED STATES,X,,,
MILITARY OPERATIONS RESEARCH,MIL OPER RES,UNITED STATES,X,,,
MILITARY PSYCHOLOGY,MIL PSYCHOL,UNITED STATES,,X,,
MILAN JOURNAL OF MATHEMATICS,MILAN J MATH,SWITZERLAND,X,,,
MILBANK QUARTERLY,MILBANK Q,UNITED STATES,X,X,,
MILITARGESCHICHTLICHE ZEITSCHRIFT,MILITARGESCH Z,GERMANY,,,X,
MILITARY MEDICAL RESEARCH,MILITARY MED RES,PEOPLES R CHINA,X,,,
MILLENNIAL ASIA,MILLENN ASIA,UNITED STATES,,,,X
MILLENNIUM-JOURNAL OF INTERNATIONAL STUDIES,MILLENNIUM-J INT ST,ENGLAND,,X,,
MILLI FOLKLOR,MILLI FOLKLOR,TURKEY,,,X,
MILTON QUARTERLY,MILTON QUART,UNITED STATES,,,X,
MINING OF MINERAL DEPOSITS,MIN MINER DEPOSITS,UKRAINE,,,,X
MINERAL PROCESSING AND EXTRACTIVE METALLURGY REVIEW,MIN PROC EXT MET REV,UNITED STATES,X,,,
MINERAL PROCESSING AND EXTRACTIVE METALLURGY-TRANSACTIONS OF THE INSTITUTIONS OF MINING AND METALLURGY,MIN PROC EXT MET-UK,ENGLAND,,,,X
MINING SCIENCE,MIN SCI,POLAND,,,,X
MINING TECHNOLOGY-TRANSACTIONS OF THE INSTITUTIONS OF MINING AND METALLURGY,MIN TECHNOL,ENGLAND,,,,X
MIND,MIND,ENGLAND,,,X,
MIND BRAIN AND EDUCATION,MIND BRAIN EDUC,UNITED STATES,,X,,
MIND CULTURE AND ACTIVITY,MIND CULT ACT,UNITED STATES,,X,,
MIND & LANGUAGE,MIND LANG,ENGLAND,,X,,
MINDS AND MACHINES,MIND MACH,NETHERLANDS,X,,,
MINDANAO JOURNAL OF SCIENCE AND TECHNOLOGY,MINDANAO J SCI TECHN,PHILIPPINES,,,,X
MINDFULNESS,MINDFULNESS,NETHERLANDS,,X,,
MINE WATER AND THE ENVIRONMENT,MINE WATER ENVIRON,GERMANY,X,,,
MINERALIUM DEPOSITA,MINER DEPOSITA,GERMANY,X,,,
MINERAL ECONOMICS,MINER ECON,GERMANY,,,,X
MINERALS ENGINEERING,MINER ENG,ENGLAND,X,,,
MINERALOGICAL JOURNAL-UKRAINE,MINER J-UKRAINE,UKRAINE,,,,X
MINERALOGY AND PETROLOGY,MINER PETROL,AUSTRIA,X,,,
MINERALOGICAL MAGAZINE,MINERAL MAG,ENGLAND,X,,,
MINERALS,MINERALS-BASEL,SWITZERLAND,X,,,
MINERVA DENTAL AND ORAL SCIENCE,MINERBA DENT ORAL SC,ITALY,,,,X
MINERVA,MINERVA,NETHERLANDS,,X,,
MINERVA ANESTESIOLOGICA,MINERVA ANESTESIOL,ITALY,X,,,
MINERVA BIOTECHNOLOGY AND BIOMOLECULAR RESEARCH,MINERVA BIOTECHNOL B,ITALY,X,,,
MINERVA BIOTECNOLOGICA,MINERVA BIOTECNOL,ITALY,X,,,
MINERVA CARDIOLOGY AND ANGIOLOGY,MINERVA CARDIOL ANGI,ITALY,X,,,
MINERVA CHIRURGICA,MINERVA CHIR,ITALY,X,,,
MINERVA ENDOCRINOLOGY,MINERVA ENDOCRINOL,ITALY,X,,,
MINERVA GASTROENTEROLOGY,MINERVA GASTROENTERO,ITALY,X,,,
MINERVA GINECOLOGICA,MINERVA GINECOL,ITALY,,,,X
MINERVA MEDICA,MINERVA MED,ITALY,X,,,
MINERVA OBSTETRICS AND GYNECOLOGY,MINERVA OBSTET GYNEC,ITALY,,,,X
MINERVA ORTHOPEDICS,MINERVA ORTHOP,ITALY,,,,X
MINERVA ORTOPEDICA E TRAUMATOLOGICA,MINERVA ORTOP TRAUMA,ITALY,,,,X
MINERVA PEDIATRICS,MINERVA PEDIATR,ITALY,X,,,
MINERVA PNEUMOLOGICA,MINERVA PNEUMOL,ITALY,,,,X
MINERVA PSICHIATRICA,MINERVA PSICH,ITALY,,,,X
MINERVA PSYCHIATRY,MINERVA PSYCHIAT,ITALY,,,,X
MINERVA RESPIRATORY MEDICINE,MINERVA RESPIR MED,ITALY,,,,X
MINERVA STOMATOLOGICA,MINERVA STOMATOL,ITALY,,,,X
MINERVA SURGERY,MINERVA SURG,ITALY,X,,,
MINERVA UROLOGY AND NEPHROLOGY,MINERVA UROL NEPHROL,ITALY,X,,,
MINERVA-REVISTA DE FILOLOGIA CLASICA,MINERVA-REV FILOL RE,SPAIN,,,,X
MING QING YANJIU,MING QING YANJIU,NETHERLANDS,,,,X
MING STUDIES,MING STUD,ENGLAND,,,,X
MINIMALLY INVASIVE SURGERY,MINIM INVASIVE SURG,UNITED STATES,,,,X
MINIMAX THEORY AND ITS APPLICATIONS,MINIMAX THEORY APPL,GERMANY,,,,X
MINING METALLURGY & EXPLORATION,MINING METALL EXPLOR,GERMANY,X,,,
MINI-REVIEWS IN MEDICINAL CHEMISTRY,MINI-REV MED CHEM,U ARAB EMIRATES,X,,,
MINI-REVIEWS IN ORGANIC CHEMISTRY,MINI-REV ORG CHEM,U ARAB EMIRATES,X,,,
MINNESOTA LAW REVIEW,MINN LAW REV,UNITED STATES,,X,,
MINNESOTA REVIEW,MINN REV,UNITED STATES,,,X,
MINNESOTA SYMPOSIA ON CHILD PSYCHOLOGY,MINN SYM CHILD PSYCH,UNITED STATES,,X,,
MIR ROSSII-UNIVERSE OF RUSSIA,MIR ROSS,RUSSIA,,,,X
MIRANDA,MIRANDA,FRANCE,,,,X
MIRES AND PEAT,MIRES PEAT,ENGLAND,X,,,
MIROVAYA EKONOMIKA I MEZHDUNARODNYE OTNOSHENIYA,MIROVAYA EKON MEZHD,RUSSIA,,,,X
MIS QUARTERLY EXECUTIVE,MIS Q EXEC,UNITED STATES,,X,,
MIS QUARTERLY,MIS QUART,UNITED STATES,X,X,,
MISCELANEA DE ESTUDIOS ARABES Y HEBRAICOS-SECCION HEBREO,MISC ESTUD ARABE HEB,SPAIN,,,,X
MISCELANEA DE ESTUDIOS ARABES Y HEBRAICOS-SECCION ARABE-ISLAM,MISC ESTUD ARABES HE,SPAIN,,,,X
MISCELLANEA GEOGRAPHICA,MISC GEOGR,POLAND,,,,X
MISKOLC MATHEMATICAL NOTES,MISKOLC MATH NOTES,HUNGARY,X,,,
MISSISSIPPI QUARTERLY,MISS QUART,UNITED STATES,,,X,
MISSIOLOGY-AN INTERNATIONAL REVIEW,MISSIOLOGY,ENGLAND,,,,X
MISSION STUDIES,MISSION STUD,NETHERLANDS,,,,X
MISSOURI REVIEW,MISSOURI REV,UNITED STATES,,,X,
MIT SLOAN MANAGEMENT REVIEW,MIT SLOAN MANAGE REV,UNITED STATES,,X,,
MITIGATION AND ADAPTATION STRATEGIES FOR GLOBAL CHANGE,MITIG ADAPT STRAT GL,NETHERLANDS,X,,,
MITOCHONDRIAL DNA PART A,MITOCHONDRIAL DNA A,ENGLAND,X,,,
MITOCHONDRIAL DNA PART B-RESOURCES,MITOCHONDRIAL DNA B,ENGLAND,X,,,
MITOCHONDRION,MITOCHONDRION,ENGLAND,X,,,
MITOLOGIAS HOY-REVISTA DE PENSAMIENTO CRITICA Y ESTUDIOS LITERARIOS LATINOAMERICANOS,MITOLOGIAS HOY,SPAIN,,,,X
MITTEILUNGEN KLOSTERNEUBURG,MITT KLOSTERNEUBURG,AUSTRIA,X,,,
MITTEILUNGEN DES KUNSTHISTORISCHEN INSTITUTES IN FLORENZ,MITT KUNSTHIST I FLO,ITALY,,,X,
MITTEILUNGEN DER OSTERREICHISCHEN GEOGRAPHISCHEN GESELLSCHAFT,MITT OSTERR GEOGR G,AUSTRIA,,X,,
MKG-CHIRURG,MKG-CHIR,GERMANY,,,,X
MLJEKARSTVO,MLJEKARSTVO,CROATIA,X,,,
MLN,MLN,UNITED STATES,,,X,
MM SCIENCE JOURNAL,MM SCI J,CZECH REPUBLIC,,,,X
MMWR RECOMMENDATIONS AND REPORTS,MMWR RECOMM REP,UNITED STATES,X,,,
MMWR SURVEILLANCE SUMMARIES,MMWR SURVEILL SUMM,UNITED STATES,X,,,
MMWR-MORBIDITY AND MORTALITY WEEKLY REPORT,MMWR-MORBID MORTAL W,UNITED STATES,X,,,
MNEMOSYNE,MNEMOSYNE,NETHERLANDS,,,X,
MISSOURI JOURNAL OF MATHEMATICAL SCIENCES,MO J MATH SCI,UNITED STATES,,,,X
MOBILE INFORMATION SYSTEMS,MOB INF SYST,UNITED STATES,X,,,
MOBILE MEDIA & COMMUNICATION,MOB MEDIA COMMUN,UNITED STATES,,X,,
MOBILE DNA,MOBILE DNA-UK,ENGLAND,X,,,
MOBILE NETWORKS & APPLICATIONS,MOBILE NETW APPL,NETHERLANDS,X,,,
MOBILITIES,MOBILITIES-UK,ENGLAND,,X,,
MOBILIZATION,MOBILIZATION,UNITED STATES,,X,,
MODERN ASIAN STUDIES,MOD ASIAN STUD,UNITED STATES,,X,,
MODERN CHINA,MOD CHINA,UNITED STATES,,X,,
MODERN & CONTEMPORARY FRANCE,MOD CONTEMP FR,ENGLAND,,,X,
MODERN DRAMA,MOD DRAMA,CANADA,,,X,
MODERN INTELLECTUAL HISTORY,MOD INTELLECT HIST,ENGLAND,,,X,
MODERN ITALY,MOD ITALY,ENGLAND,,X,X,
MODERN JUDAISM,MOD JUDAISM,UNITED STATES,,,X,
MODERN LANGUAGE JOURNAL,MOD LANG J,UNITED STATES,,X,,
MODERN LANGUAGE QUARTERLY,MOD LANG QUART,UNITED STATES,,,X,
MODERN LANGUAGE REVIEW,MOD LANG REV,ENGLAND,,,X,
MODERN LAW REVIEW,MOD LAW REV,ENGLAND,,X,,
MODERN PHILOLOGY,MOD PHILOLOGY,UNITED STATES,,,X,
